filename,block_collection,page_number,block_index,block_type,level,line_count,span_count,score,text
GDI_0685.pdf,para_blocks,9,10,text,,7,7,0.987,"(7) EDUARDO CASARIN Bacharel em Engenharia Mecânica pela Escola de Engenharia de Piracicaba (EEP/FUMEP - 2004), Pós Graduado em Administração Industrial (2007) e Logística Empresarial (2009) pelo Instituto Nacional de Pós Graduação (INPG), Pós Graduado em Metodologia de Educação a Distância (2012) pelo Centro Universitário Claretiano de Batatais (CEUCLAR), Pós Graduado em Gestão de Projetos pela Universidad Europea del Atlántico (ESP 2019) e Mestrado Profissional em Desenvolvimento de Tecnologia (LACTEC/IEP - 2022). Atualmente é Engenheiro de Frota Sênior na Neoenergia Elektro, coordenador do curso de Bacharelado em Engenharia Mecânica do Centro Universitário Claretiano de Rio Claro e docente na mesma instituição."
GDI_0685.pdf,preproc_blocks,9,10,text,,7,7,0.987,"(7) EDUARDO CASARIN Bacharel em Engenharia Mecânica pela Escola de Engenharia de Piracicaba (EEP/FUMEP - 2004), Pós Graduado em Administração Industrial (2007) e Logística Empresarial (2009) pelo Instituto Nacional de Pós Graduação (INPG), Pós Graduado em Metodologia de Educação a Distância (2012) pelo Centro Universitário Claretiano de Batatais (CEUCLAR), Pós Graduado em Gestão de Projetos pela Universidad Europea del Atlántico (ESP 2019) e Mestrado Profissional em Desenvolvimento de Tecnologia (LACTEC/IEP - 2022). Atualmente é Engenheiro de Frota Sênior na Neoenergia Elektro, coordenador do curso de Bacharelado em Engenharia Mecânica do Centro Universitário Claretiano de Rio Claro e docente na mesma instituição."
GDI_0685.pdf,para_blocks,9,11,text,,3,3,0.9738,"(8) AMANDA CORTEZ Engenheira eletricista com ênfase em sistemas elétricos de potência pela Universidade Federal de Itajubá (2014), possui MBA em Gestão Empresarial pela Fundação Getúlio Vargas (2021).Atua no setor elétrico desde 2014."
GDI_0685.pdf,preproc_blocks,9,11,text,,3,3,0.9738,"(8) AMANDA CORTEZ Engenheira eletricista com ênfase em sistemas elétricos de potência pela Universidade Federal de Itajubá (2014), possui MBA em Gestão Empresarial pela Fundação Getúlio Vargas (2021).Atua no setor elétrico desde 2014."
GGH9.pdf,discarded_blocks,1,1,header,,5,5,0.9636,XXIIISNPTEE Samirsáulo Nectonal de Produçião B Trananbsão de Enargla Bétrioa 16 a 21 de cukbro de Z016 | Foedo lguepa | PR
GGH9.pdf,discarded_blocks,1,2,header,,5,5,0.9728,XXIII SNPTEE SEMINÁRIO NACIONAL DE PRODUÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
GGH9.pdf,discarded_blocks,1,3,header,,3,3,0.9659,FI/GGH/09 18 a 21 de Outubro de 2015 Foz do Iguaçu - PR
GGH9.pdf,para_blocks,1,7,text,,2,2,0.9657,Cornelis J. V. D. Poel Filho (*) ALSTOM ENERGIAS RENOVÁVEIS LTDA
GGH9.pdf,preproc_blocks,1,7,text,,2,2,0.9657,Cornelis J. V. D. Poel Filho (*) ALSTOM ENERGIAS RENOVÁVEIS LTDA
GGH9.pdf,para_blocks,1,8,text,,2,2,0.958,Marco A. P. Santos ALSTOM ENERGIAS RENOVÁVEIS LTDA
GGH9.pdf,preproc_blocks,1,8,text,,2,2,0.958,Marco A. P. Santos ALSTOM ENERGIAS RENOVÁVEIS LTDA
GGH9.pdf,para_blocks,1,9,text,,2,2,0.9623,Marcos V. D. Silva ALSTOM ENERGIAS RENOVÁVEIS LTDA
GGH9.pdf,preproc_blocks,1,9,text,,2,2,0.9623,Marcos V. D. Silva ALSTOM ENERGIAS RENOVÁVEIS LTDA
GGH9.pdf,para_blocks,1,10,text,,2,2,0.9581,Wilian C. D. Oliveira ALSTOM ENERGIAS RENOVÁVEIS LTDA
GGH9.pdf,preproc_blocks,1,10,text,,2,2,0.9581,Wilian C. D. Oliveira ALSTOM ENERGIAS RENOVÁVEIS LTDA
GGH9.pdf,para_blocks,1,12,abstract,,7,7,0.9681,"A manutenção contínua é essencial à disponibilidade das usinas para geração, porém, mesmo se realizada diligentemente, não evitará o envelhecimento das plantas. Para assegurar o desempenho no longo prazo, há a necessidade de uma reforma ou modernização. Essas intervenções requerem paradas de operação, significando perdas de produção e receitas. Reduzir estas paradas significa melhorar a relação de custo-benefício do investimento. O presente artigo abordará o conceito de pit-stop aplicado às reformas e modernizações. Será apresentado um estudo de caso onde a estratégia de pit-stop possibilitou reduzir o tempo de parada em aproximadamente 45% quando comparado a métodos tradicionais."
GGH9.pdf,preproc_blocks,1,12,abstract,,7,7,0.9681,"A manutenção contínua é essencial à disponibilidade das usinas para geração, porém, mesmo se realizada diligentemente, não evitará o envelhecimento das plantas. Para assegurar o desempenho no longo prazo, há a necessidade de uma reforma ou modernização. Essas intervenções requerem paradas de operação, significando perdas de produção e receitas. Reduzir estas paradas significa melhorar a relação de custo-benefício do investimento. O presente artigo abordará o conceito de pit-stop aplicado às reformas e modernizações. Será apresentado um estudo de caso onde a estratégia de pit-stop possibilitou reduzir o tempo de parada em aproximadamente 45% quando comparado a métodos tradicionais."
GGH9.pdf,para_blocks,1,16,text,,17,17,0.9824,"Usinas hidrelétricas precisam de uma manutenção contínua para assegurar elevados níveis de disponibilidade e geração de energia. Entretanto, mesmo os mais cuidadosos e diligentes programas de manutenção não evitarão o envelhecimento da usina e de seus equipamentos. Após anos de operação, não haverá manutenções nem intervenções maiores de revisão capazes de manter o desempenho dos equipamentos igual ao original e nem em níveis lucrativos. Este é o momento em que uma reforma mais ampla ou modernização será necessária. Modernizações têm a vantagem de proporcionar um ganho de desempenho ao equipamento, enquanto que uma reforma tem o objetivo de recuperar o desempenho original. Modernizações são possíveis devido às evoluções tecnológicas que ocorrem com o passar do tempo e ao serem realizadas, utiliza-se o estado-da-arte do(s) equipamento(s) envolvido(s) – ver Figura 1. Assumindo que a operação e manutenção de uma usina seguem boas práticas, o momento em que será necessária uma reforma ou modernização dependerá do equipamento específico. Por exemplo, sistemas eletrônicos e reguladores ficam obsoletos rapidamente e podem necessitar de uma modernização em tempos tão breves como 5 (cinco) ou 10 (dez) anos. Quando se trata de turbinas ou geradores, este tempo pode ser entre 20 (vinte) e 30 (trinta) anos ou até mais. Em qualquer caso, há redução de desempenho operacional dos equipamentos, seja por sua vida útil, seja pela obsolescência tecnológica, o que em algum momento demandará uma ação de intervenção mais completa. Para o investidor, este é um momento crítico porque uma reforma ou modernização é um serviço que requer investimentos significativos e sua execução tipicamente requer paradas de operação, significando perda de produção de energia e de receitas."
GGH9.pdf,preproc_blocks,1,16,text,,17,17,0.9824,"Usinas hidrelétricas precisam de uma manutenção contínua para assegurar elevados níveis de disponibilidade e geração de energia. Entretanto, mesmo os mais cuidadosos e diligentes programas de manutenção não evitarão o envelhecimento da usina e de seus equipamentos. Após anos de operação, não haverá manutenções nem intervenções maiores de revisão capazes de manter o desempenho dos equipamentos igual ao original e nem em níveis lucrativos. Este é o momento em que uma reforma mais ampla ou modernização será necessária. Modernizações têm a vantagem de proporcionar um ganho de desempenho ao equipamento, enquanto que uma reforma tem o objetivo de recuperar o desempenho original. Modernizações são possíveis devido às evoluções tecnológicas que ocorrem com o passar do tempo e ao serem realizadas, utiliza-se o estado-da-arte do(s) equipamento(s) envolvido(s) – ver Figura 1. Assumindo que a operação e manutenção de uma usina seguem boas práticas, o momento em que será necessária uma reforma ou modernização dependerá do equipamento específico. Por exemplo, sistemas eletrônicos e reguladores ficam obsoletos rapidamente e podem necessitar de uma modernização em tempos tão breves como 5 (cinco) ou 10 (dez) anos. Quando se trata de turbinas ou geradores, este tempo pode ser entre 20 (vinte) e 30 (trinta) anos ou até mais. Em qualquer caso, há redução de desempenho operacional dos equipamentos, seja por sua vida útil, seja pela obsolescência tecnológica, o que em algum momento demandará uma ação de intervenção mais completa. Para o investidor, este é um momento crítico porque uma reforma ou modernização é um serviço que requer investimentos significativos e sua execução tipicamente requer paradas de operação, significando perda de produção de energia e de receitas."
GGH9.pdf,discarded_blocks,1,17,footer,,2,2,0.9565,"(*) Av. Charles Schneider, s/n˚ – CEP 12.040-001 Taubaté, SP, Brasil. Tel: (+55 12) 3608-3029 – Fax: (+55 12) 3608-3192 – Email: cornelis.poel@power.alstom.com"
GGH9.pdf,para_blocks,2,4,text,,7,7,0.9855,"Este artigo abordará estratégias de intervenção para reformas ou modernizações cujo foco é a redução do tempo de parada da unidade geradora, as quais, inspiradas na prática de Fórmula 1, são denominadas de “Pit Stop”. Na seção 2 será dada uma visão geral sobre os custos envolvidos na reforma de uma hidrelétrica. Os fundamentos da estratégia de “Pit Stop” serão apresentados na seção 3. Na seção 4, será detalhado um estudo de caso de “Pit Stop” aplicado à reforma de um gerador de 13MVA na usina de Río Piedras na Colômbia. Outros resultados positivos obtidos em reformas com uso do “Pit Stop” serão apresentados na seção 5. Por fim, na seção 6 haverá a conclusão deste artigo."
GGH9.pdf,preproc_blocks,2,4,text,,7,7,0.9855,"Este artigo abordará estratégias de intervenção para reformas ou modernizações cujo foco é a redução do tempo de parada da unidade geradora, as quais, inspiradas na prática de Fórmula 1, são denominadas de “Pit Stop”. Na seção 2 será dada uma visão geral sobre os custos envolvidos na reforma de uma hidrelétrica. Os fundamentos da estratégia de “Pit Stop” serão apresentados na seção 3. Na seção 4, será detalhado um estudo de caso de “Pit Stop” aplicado à reforma de um gerador de 13MVA na usina de Río Piedras na Colômbia. Outros resultados positivos obtidos em reformas com uso do “Pit Stop” serão apresentados na seção 5. Por fim, na seção 6 haverá a conclusão deste artigo."
GGH9.pdf,para_blocks,2,6,text,,6,6,0.9854,"Assim como um novo projeto, uma reforma ou modernização é um investimento que deverá se justificar pelo adequado retorno do investimento. Conforme dito anteriormente, uma reforma ou modernização não é um serviço de baixo investimento, pois não está relacionado apenas aos novos itens a serem adquiridos ou serviços de recuperação, mas também à necessidade da retirada temporária do equipamento da operação, gerando indisponibilidade de geração e perda de receita. Desse modo, conforme indicado na Figura 2, o custo total de uma reforma será a soma do preço do serviço mais a perda de receita."
GGH9.pdf,preproc_blocks,2,6,text,,6,6,0.9854,"Assim como um novo projeto, uma reforma ou modernização é um investimento que deverá se justificar pelo adequado retorno do investimento. Conforme dito anteriormente, uma reforma ou modernização não é um serviço de baixo investimento, pois não está relacionado apenas aos novos itens a serem adquiridos ou serviços de recuperação, mas também à necessidade da retirada temporária do equipamento da operação, gerando indisponibilidade de geração e perda de receita. Desse modo, conforme indicado na Figura 2, o custo total de uma reforma será a soma do preço do serviço mais a perda de receita."
GGH9.pdf,para_blocks,2,9,text,,13,13,0.9767,"A perda de receita, devido ao tempo de máquina parada, tem um peso significante, se não o maior, no custo total para o investidor. A complexidade de intervenção é um fator agravante nestes casos. Por exemplo, turbinas de pequeno e médio porte operando em águas com níveis extraordinários de sedimentos sofrem desgaste extremos em todas as suas partes. A recuperação nesses casos pode levar mais de 30 (trinta) dias de solda e ajuste mais o tempo de desmontagem/montagem e transporte para uma fábrica, se necessário. Nessa situação, se 10 (dez) a 15 (quinze) dias de perda de receitas equivalerem ao preço de uma nova roda de turbina, valerá mais a pena investir na compra da nova roda e realizar uma parada rápida somente para troca da roda do que realizar o serviço de menor preço de recuperação da turbina existente em campo. A situação pode ser bastante onerosa também no caso de turbinas de maior porte e/ou em localidades mais remotas, principalmente em unidades mais antigas, pois os processos de desmontagem/montagem e transporte de todas as partes para uma fábrica podem levar a meses de indisponibilidade de uma grande capacidade instalada de geração. Tudo se torna uma questão de análise completa do cenário de qualidade, custo e prazo. Desta forma, é importante buscar estratégias que minimizem as paradas, mesmo que o investimento no serviço em si possa ficar maior."
GGH9.pdf,preproc_blocks,2,9,text,,5,5,0.9767,"A perda de receita, devido ao tempo de máquina parada, tem um peso significante, se não o maior, no custo total para o investidor. A complexidade de intervenção é um fator agravante nestes casos. Por exemplo, turbinas de pequeno e médio porte operando em águas com níveis extraordinários de sedimentos sofrem desgaste extremos em todas as suas partes. A recuperação nesses casos pode levar mais de 30 (trinta) dias de solda e ajuste mais o tempo de desmontagem/montagem e transporte para uma fábrica, se necessário. Nessa situação, se 10 (dez) a 15"
GGH9.pdf,preproc_blocks,3,2,text,,8,8,0.988,"(quinze) dias de perda de receitas equivalerem ao preço de uma nova roda de turbina, valerá mais a pena investir na compra da nova roda e realizar uma parada rápida somente para troca da roda do que realizar o serviço de menor preço de recuperação da turbina existente em campo. A situação pode ser bastante onerosa também no caso de turbinas de maior porte e/ou em localidades mais remotas, principalmente em unidades mais antigas, pois os processos de desmontagem/montagem e transporte de todas as partes para uma fábrica podem levar a meses de indisponibilidade de uma grande capacidade instalada de geração. Tudo se torna uma questão de análise completa do cenário de qualidade, custo e prazo. Desta forma, é importante buscar estratégias que minimizem as paradas, mesmo que o investimento no serviço em si possa ficar maior."
GGH9.pdf,para_blocks,3,3,text,,7,7,0.9866,"Visando o melhor retorno do investimento, é imprescindível que se avalie todas as oportunidades relacionadas ao serviço a ser realizado, desde o escopo em si, ou seja, quais equipamentos precisam realmente ser reabilitados, até a melhor decisão entre reformar ou trocar por um novo, considerando toda uma preparação que gere o planejamento da execução com o menor tempo de máquina parada na usina. Esta estratégia é relacionada ao “Pit Stop”, cujo conceito está na execução de uma tarefa com um minucioso nível de preparação e planejamento, agilidade, assertividade e rapidez, assim como se realiza na Fórmula 1, onde a redução de tempo é o principal objetivo a ser perseguido por quem necessita chegar em primeiro lugar."
GGH9.pdf,preproc_blocks,3,3,text,,7,7,0.9866,"Visando o melhor retorno do investimento, é imprescindível que se avalie todas as oportunidades relacionadas ao serviço a ser realizado, desde o escopo em si, ou seja, quais equipamentos precisam realmente ser reabilitados, até a melhor decisão entre reformar ou trocar por um novo, considerando toda uma preparação que gere o planejamento da execução com o menor tempo de máquina parada na usina. Esta estratégia é relacionada ao “Pit Stop”, cujo conceito está na execução de uma tarefa com um minucioso nível de preparação e planejamento, agilidade, assertividade e rapidez, assim como se realiza na Fórmula 1, onde a redução de tempo é o principal objetivo a ser perseguido por quem necessita chegar em primeiro lugar."
GGH9.pdf,para_blocks,3,5,text,,4,4,0.9806,"A Figura 3 apresenta um “Pit Stop” realizado na Fórmula 1. A análise de todos os detalhes da atividade é feita antecipadamente de forma impecável e todos os passos são planejados minuciosamente, incluindo a disponibilidade dos instrumentos e cada movimento de cada membro da equipe. O resultado é a redução extrema do tempo de parada do carro."
GGH9.pdf,preproc_blocks,3,5,text,,4,4,0.9806,"A Figura 3 apresenta um “Pit Stop” realizado na Fórmula 1. A análise de todos os detalhes da atividade é feita antecipadamente de forma impecável e todos os passos são planejados minuciosamente, incluindo a disponibilidade dos instrumentos e cada movimento de cada membro da equipe. O resultado é a redução extrema do tempo de parada do carro."
GGH9.pdf,para_blocks,3,8,text,,8,8,0.9871,"Baseando-se na Fórmula 1, por “Pit Stop” designamos as estratégias que focam na minimização do tempo de parada das máquinas através de uma antecipação/planejamento detalhado das atividades de campo, juntamente com uma análise profunda do escopo do serviço, incluindo o projeto e fabricação de novos equipamentos e/ou partes desses, de modo a se ter uma intervenção de campo relativamente rápida, do tipo “plug-and-play”. “Pit Stop’s” têm a vantagem adicional de possibilitar a realização de uma modernização ao invés de simplesmente uma reforma, o que possibilita tornar a análise estratégica do investimento ainda mais ampla para elevar o patamar de desempenho tanto de um equipamento de geração de energia, como de toda a planta de geração. Nesta seção, serão abordados pilares principais para a metodologia de “Pit Stop”, que são:"
GGH9.pdf,preproc_blocks,3,8,text,,8,8,0.9871,"Baseando-se na Fórmula 1, por “Pit Stop” designamos as estratégias que focam na minimização do tempo de parada das máquinas através de uma antecipação/planejamento detalhado das atividades de campo, juntamente com uma análise profunda do escopo do serviço, incluindo o projeto e fabricação de novos equipamentos e/ou partes desses, de modo a se ter uma intervenção de campo relativamente rápida, do tipo “plug-and-play”. “Pit Stop’s” têm a vantagem adicional de possibilitar a realização de uma modernização ao invés de simplesmente uma reforma, o que possibilita tornar a análise estratégica do investimento ainda mais ampla para elevar o patamar de desempenho tanto de um equipamento de geração de energia, como de toda a planta de geração. Nesta seção, serão abordados pilares principais para a metodologia de “Pit Stop”, que são:"
GGH9.pdf,para_blocks,3,9,text,,2,2,0.9691,"a. Avaliação e diagnóstico da condição dos equipamentos da planta, para definição precisa do escopo da reforma, incluindo decisões entre reabilitações ou trocas por novos, e ações posteriores;"
GGH9.pdf,preproc_blocks,3,9,text,,2,2,0.9691,"a. Avaliação e diagnóstico da condição dos equipamentos da planta, para definição precisa do escopo da reforma, incluindo decisões entre reabilitações ou trocas por novos, e ações posteriores;"
GGH9.pdf,para_blocks,3,10,text,,2,2,0.9676,"b. Avaliações da planta in loco com equipes especializadas, para definição da execução das futuras atividades de campo buscando a minimização do tempo de parada;"
GGH9.pdf,preproc_blocks,3,10,text,,2,2,0.9676,"b. Avaliações da planta in loco com equipes especializadas, para definição da execução das futuras atividades de campo buscando a minimização do tempo de parada;"
GGH9.pdf,para_blocks,3,12,text,,2,2,0.9669,"d. Trabalho de equipe eficaz, com profissionais experientes e envolvimento do prestador do serviço e do pessoal de operação e manutenção da planta;"
GGH9.pdf,preproc_blocks,3,12,text,,2,2,0.9669,"d. Trabalho de equipe eficaz, com profissionais experientes e envolvimento do prestador do serviço e do pessoal de operação e manutenção da planta;"
GGH9.pdf,para_blocks,4,3,text,,6,6,0.985,"Dentre os passos de desenvolvimento da metodologia, o primeiro a ser dado para garantir o sucesso da sua execução está relacionado ao levantamento de informações iniciais sobre o escopo de atividades a serem realizadas. Neste caso, avaliar detalhadamente a condição de cada componente objeto da reforma é de suma importância no estabelecimento das estratégias adequadas. Também, através de uma análise adequada de riscos e oportunidades, pode-se optar até mesmo pela modernização completa do componente. Lembrando que a avaliação terá um diagnóstico adequado se executado por equipe treinada e experiente."
GGH9.pdf,preproc_blocks,4,3,text,,6,6,0.985,"Dentre os passos de desenvolvimento da metodologia, o primeiro a ser dado para garantir o sucesso da sua execução está relacionado ao levantamento de informações iniciais sobre o escopo de atividades a serem realizadas. Neste caso, avaliar detalhadamente a condição de cada componente objeto da reforma é de suma importância no estabelecimento das estratégias adequadas. Também, através de uma análise adequada de riscos e oportunidades, pode-se optar até mesmo pela modernização completa do componente. Lembrando que a avaliação terá um diagnóstico adequado se executado por equipe treinada e experiente."
GGH9.pdf,para_blocks,4,4,text,,6,6,0.984,"A escolha do método de avaliação da condição e diagnóstico adequado, dependendo do componente, poderá evitar inclusive paradas de máquinas. Por exemplo, níveis de vibração e temperatura de uma unidade geradora já podem indicar uma série de maus funcionamentos e modos de falha relacionados a certos componentes. Com os dados adequados e a informação processada corretamente, será possível determinar quais peças necessitam substituição e podem ser adquiridas sem mesmo efetuar a parada da unidade, possibilitando correto planejamento de parada e intervenção somente para substituição."
GGH9.pdf,preproc_blocks,4,4,text,,6,6,0.984,"A escolha do método de avaliação da condição e diagnóstico adequado, dependendo do componente, poderá evitar inclusive paradas de máquinas. Por exemplo, níveis de vibração e temperatura de uma unidade geradora já podem indicar uma série de maus funcionamentos e modos de falha relacionados a certos componentes. Com os dados adequados e a informação processada corretamente, será possível determinar quais peças necessitam substituição e podem ser adquiridas sem mesmo efetuar a parada da unidade, possibilitando correto planejamento de parada e intervenção somente para substituição."
GGH9.pdf,para_blocks,4,5,text,,3,3,0.9737,"Outro ponto que a avaliação da condição possibilita é a definição pela real necessidade de intervenção em determinado componente ou não. Em alguns casos, conclui-se pela não intervenção em componentes que, por uma prática preventiva, sempre se substituem. Isto já permite a otimização dos ciclos de intervenção e custos."
GGH9.pdf,preproc_blocks,4,5,text,,3,3,0.9737,"Outro ponto que a avaliação da condição possibilita é a definição pela real necessidade de intervenção em determinado componente ou não. Em alguns casos, conclui-se pela não intervenção em componentes que, por uma prática preventiva, sempre se substituem. Isto já permite a otimização dos ciclos de intervenção e custos."
GGH9.pdf,para_blocks,4,6,text,,7,7,0.9852,"Em outros tipos de reformas, onde técnicas preditivas não garantem um resultado adequado de avaliação da condição, realiza-se a inspeção direta do componente e a análise da sua condição. Com isto pode-se definir o que é necessário fazer para se garantir a recuperação do mesmo, ou sua modernização. Dentro desta análise, deve-se definir se cada componente: ou será substituído (conforme projeto original ou modernizado); ou enviado para uma fábrica para reparo, ou reparado em campo. Ou seja, a avaliação adequada da condição permitirá o desdobramento estratégico da aplicação da metodologia de um “Pit Stop” mais eficaz em uma reforma ou modernização."
GGH9.pdf,preproc_blocks,4,6,text,,7,7,0.9852,"Em outros tipos de reformas, onde técnicas preditivas não garantem um resultado adequado de avaliação da condição, realiza-se a inspeção direta do componente e a análise da sua condição. Com isto pode-se definir o que é necessário fazer para se garantir a recuperação do mesmo, ou sua modernização. Dentro desta análise, deve-se definir se cada componente: ou será substituído (conforme projeto original ou modernizado); ou enviado para uma fábrica para reparo, ou reparado em campo. Ou seja, a avaliação adequada da condição permitirá o desdobramento estratégico da aplicação da metodologia de um “Pit Stop” mais eficaz em uma reforma ou modernização."
GGH9.pdf,para_blocks,4,7,text,,7,7,0.9862,"Todas as avaliações da condição dos equipamentos são inicialmente realizadas in-loco. Entretanto, as avaliações não devem levar em conta apenas equipamentos objeto da reforma. Considerando que o “Pit Stop” compreende todo o ciclo de desmontagem e posterior montagem dos componentes, uma avaliação criteriosa das instalações e recursos disponíveis é necessária a fim de possibilitar a elaboração de um plano detalhado de atividades de campo. Este plano deve considerar dispositivos necessários, métodos de movimentação de peças de forma adequada, sincronizada e, sobretudo, segura. Isto evitará problemas durante estas atividades e permitirá otimizar o planejamento de execução, não só das atividades de campo, mas de todo o projeto."
GGH9.pdf,preproc_blocks,4,7,text,,7,7,0.9862,"Todas as avaliações da condição dos equipamentos são inicialmente realizadas in-loco. Entretanto, as avaliações não devem levar em conta apenas equipamentos objeto da reforma. Considerando que o “Pit Stop” compreende todo o ciclo de desmontagem e posterior montagem dos componentes, uma avaliação criteriosa das instalações e recursos disponíveis é necessária a fim de possibilitar a elaboração de um plano detalhado de atividades de campo. Este plano deve considerar dispositivos necessários, métodos de movimentação de peças de forma adequada, sincronizada e, sobretudo, segura. Isto evitará problemas durante estas atividades e permitirá otimizar o planejamento de execução, não só das atividades de campo, mas de todo o projeto."
GGH9.pdf,para_blocks,4,8,text,,6,6,0.9839,"Com a aplicação da estratégia de “Pit Stop” conforme conceitos e passos explicados nesta seção obtêm-se resultados de acordo com o gráfico na Figura 4. O investimento no serviço em si tipicamente aumenta, no entanto, devido à parada mais curta, o resultado final é uma reforma de custo menor, com maior retorno do investimento. Naturalmente, fatores como capacidade da unidade geradora, legislação reguladora do sistema energético do país onde a planta está instalada, entre outros, podem afetar as relações expostas na Figura 4 e devem ser consideradas no cálculo do retorno do investimento."
GGH9.pdf,preproc_blocks,4,8,text,,6,6,0.9839,"Com a aplicação da estratégia de “Pit Stop” conforme conceitos e passos explicados nesta seção obtêm-se resultados de acordo com o gráfico na Figura 4. O investimento no serviço em si tipicamente aumenta, no entanto, devido à parada mais curta, o resultado final é uma reforma de custo menor, com maior retorno do investimento. Naturalmente, fatores como capacidade da unidade geradora, legislação reguladora do sistema energético do país onde a planta está instalada, entre outros, podem afetar as relações expostas na Figura 4 e devem ser consideradas no cálculo do retorno do investimento."
GGH9.pdf,para_blocks,5,3,text,,10,10,0.9879,"Um estudo de caso real aplicado a um gerador na Colômbia será apresentado nesta seção. Neste, inicialmente, o escopo de fornecimento era tal que 41 dias de serviços de campo com máquina parada eram necessários. Depois de uma análise detalhada que incluiu uma avaliação da condição do gerador existente, concluiu-se que seria possível aperfeiçoar o escopo do serviço e sua execução de modo a reduzir as atividades de campo em aproximadamente 45%, de 41 para 23 dias. Foram definidas atividades de campo tipo “plug-and-play”, isto é, com transporte de partes prontas para montagem direta, sem gasto de tempo com recuperações de campo. Neste caso, a avaliação da condição permitiu ainda identificar peças que não precisavam ser substituídas ou recuperadas para se atender aos requisitos técnicos do serviço. Isso levou a uma modificação do escopo de fornecimento de equipamentos, alcançando o objetivo de reduzir o tempo de máquina parada e consequentes perdas de receitas, bem como, nesse caso, uma redução geral do custo do serviço."
GGH9.pdf,preproc_blocks,5,3,text,,10,10,0.9879,"Um estudo de caso real aplicado a um gerador na Colômbia será apresentado nesta seção. Neste, inicialmente, o escopo de fornecimento era tal que 41 dias de serviços de campo com máquina parada eram necessários. Depois de uma análise detalhada que incluiu uma avaliação da condição do gerador existente, concluiu-se que seria possível aperfeiçoar o escopo do serviço e sua execução de modo a reduzir as atividades de campo em aproximadamente 45%, de 41 para 23 dias. Foram definidas atividades de campo tipo “plug-and-play”, isto é, com transporte de partes prontas para montagem direta, sem gasto de tempo com recuperações de campo. Neste caso, a avaliação da condição permitiu ainda identificar peças que não precisavam ser substituídas ou recuperadas para se atender aos requisitos técnicos do serviço. Isso levou a uma modificação do escopo de fornecimento de equipamentos, alcançando o objetivo de reduzir o tempo de máquina parada e consequentes perdas de receitas, bem como, nesse caso, uma redução geral do custo do serviço."
GGH9.pdf,para_blocks,5,4,text,,4,4,0.9788,"A Central Río Piedras é uma usina hidrelétrica situada na Colômbia e compreende duas unidades geradoras de 13MVA, sendo que apenas uma das unidades geradoras foi objeto do escopo da reforma. A unidade geradora, objeto da reforma sofrera um sinistro de queima do enrolamento estatórico, o que demandaria sua substituição. Neste processo, foram avaliadas três alternativas principais:"
GGH9.pdf,preproc_blocks,5,4,text,,4,4,0.9788,"A Central Río Piedras é uma usina hidrelétrica situada na Colômbia e compreende duas unidades geradoras de 13MVA, sendo que apenas uma das unidades geradoras foi objeto do escopo da reforma. A unidade geradora, objeto da reforma sofrera um sinistro de queima do enrolamento estatórico, o que demandaria sua substituição. Neste processo, foram avaliadas três alternativas principais:"
GGH9.pdf,para_blocks,5,5,text,,3,3,0.9745,"a. Reforma do gerador original sinistrado em fábrica, considerando inicialmente o transporte do estator completo para a fábrica, reforma do núcleo e substituição do enrolamento e retorno dos mesmos à planta. Além disto, outros componentes também seriam substituídos, caso necessário;"
GGH9.pdf,preproc_blocks,5,5,text,,3,3,0.9745,"a. Reforma do gerador original sinistrado em fábrica, considerando inicialmente o transporte do estator completo para a fábrica, reforma do núcleo e substituição do enrolamento e retorno dos mesmos à planta. Além disto, outros componentes também seriam substituídos, caso necessário;"
GGH9.pdf,para_blocks,5,6,text,,3,3,0.9742,"b. Fornecimento de 1 (um) gerador completo novo, incluindo estator, rotor, mancais, trocadores de calor e demais itens auxiliares relacionados, para substituição completa da unidade geradora sinistrada existente na obra. Esta opção foi sugerida pelo proprietário da planta devido à logística e prazos de transporte da alternativa “a”;"
GGH9.pdf,preproc_blocks,5,6,text,,3,3,0.9742,"b. Fornecimento de 1 (um) gerador completo novo, incluindo estator, rotor, mancais, trocadores de calor e demais itens auxiliares relacionados, para substituição completa da unidade geradora sinistrada existente na obra. Esta opção foi sugerida pelo proprietário da planta devido à logística e prazos de transporte da alternativa “a”;"
GGH9.pdf,para_blocks,5,7,text,,2,2,0.9646,"c. Alternativa otimizada de fornecimento, a ser detalhada após a avaliação da condição dos equipamentos da planta, seguindo a estratégia de “Pit Stop”."
GGH9.pdf,preproc_blocks,5,7,text,,2,2,0.9646,"c. Alternativa otimizada de fornecimento, a ser detalhada após a avaliação da condição dos equipamentos da planta, seguindo a estratégia de “Pit Stop”."
GGH9.pdf,para_blocks,5,8,text,,3,3,0.9734,"A alternativa “a” foi descartada imediatamente após uma análise dos tempos de transporte e prazos totais, sendo que a somatória de prazos de desmontagem, transporte, reforma em fábrica e remontagem resultaram em uma indisponibilidade total elevada."
GGH9.pdf,preproc_blocks,5,8,text,,3,3,0.9734,"A alternativa “a” foi descartada imediatamente após uma análise dos tempos de transporte e prazos totais, sendo que a somatória de prazos de desmontagem, transporte, reforma em fábrica e remontagem resultaram em uma indisponibilidade total elevada."
