document_id,filename,block_collection,page_index,page_number,block_index,block_type,block_level,line_index,line_text,line_text_length,span_count,line_x0,line_y0,line_x1,line_y1,line_width,line_height,line_area
gdi_0685,GDI_0685.pdf,para_blocks,8,9,6,text,,3,Automóvel Pesada (ônibus e caminhões).,38,1,67.0,321.0,234.0,329.0,167.0,8.0,1336.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,7,text,,0,(4) LEONARDO LOMBARDO FERREIRA Assistente de Engenharia Sênior na BYD do Brasil.Estudante de,92,1,67.0,340.0,531.0,350.0,464.0,10.0,4640.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,7,text,,1,engenharia elétrica com 3 anos de experiência no ramo de manutenção elétrica e 1 ano em vendas técnicas.,104,1,67.0,352.0,530.0,360.0,463.0,8.0,3704.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,7,text,,2,"Entusiasta em diversos segmentos como: manutenções elétricas, infraestrutura e engenharia, projetos elétricos,",110,1,66.0,361.0,531.0,371.0,465.0,10.0,4650.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,7,text,,3,"geração e distribuição de energia, I.A, automação industrial.Formação acadêmicaUniversidade Anhanguera -",104,1,66.0,372.0,532.0,381.0,466.0,9.0,4194.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,7,text,,4,Bacharelado em engenharia elétrica (2020 - 2024);SENAI São Paulo - Técnico em mecatrônica (2013 - 2015);SENAI,109,1,67.0,383.0,531.0,391.0,464.0,8.0,3712.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,7,text,,5,São Paulo - Eletricista de manutenção (2011 - 2013).ExperiênciaBYD do Brasil - 2021 - AtualmenteBosch Brasil -,110,1,67.0,393.0,531.0,401.0,464.0,8.0,3712.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,7,text,,6,"Estagiario - 2019 a 2021 GE Grid Solutions - Estagiario - 2018 a 2019,",70,1,67.0,403.0,349.0,412.0,282.0,9.0,2538.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,8,text,,0,"(5) EDEMIR LUIZ KOWALSKI Possui graduação em Física pela Universidade Federal do Paraná (1994), Mestrado",104,1,67.0,424.0,531.0,433.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,8,text,,1,em Engenharia e Ciência dos Materiais pela Universidade Federal do Paraná (2003) e Doutorado em Engenharia e,108,1,67.0,434.0,531.0,443.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,8,text,,2,Ciência dos Materiais pela Universidade Federal do Paraná (2006). Atualmente é professor associado nível IV da,110,1,67.0,444.0,530.0,453.0,463.0,9.0,4167.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,8,text,,3,"Universidade Federal do Paraná e Pesquisador do LACTEC. Tem experiência na área de Física, com ênfase em",104,1,67.0,455.0,531.0,464.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,8,text,,4,"Materiais Dielétricos e Propriedades Dielétricas, atuando principalmente nos seguintes temas: borracha natural,",111,1,67.0,465.0,529.0,474.0,462.0,9.0,4158.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,8,text,,5,"ensaios em ferramentas de linha viva, equipamentos de proteção individual e coletiva, linha viva e isolantes elétricos.",119,1,67.0,477.0,527.0,484.0,460.0,7.0,3220.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,9,text,,0,(6) GUILHERME RACHELLE HERNASKI Graduação em Engenharia Elétrica e mestrado em Engenharia e Ciências,100,1,67.0,497.0,531.0,505.0,464.0,8.0,3712.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,9,text,,1,pela Universidade Federal do Paraná (2013). Atualmente é pesquisador do Instituto Lactec. Tem experiência na área,113,1,67.0,507.0,531.0,516.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,9,text,,2,"de engenharia elétrica e materiais, com ênfase para o desenvolvimento de projetos de pesquisa e desenvolvimento",111,1,67.0,518.0,531.0,526.0,464.0,8.0,3712.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,9,text,,3,"e ensaios em laboratório, atuando principalmente nos seguintes temas: procedimentos para manutenção em redes",108,1,66.0,528.0,531.0,537.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,9,text,,4,"de distribuição e transmissão, desenvolvimento de ferramentas e equipamentos para aplicação no setor elétrico,",110,1,67.0,538.0,530.0,547.0,463.0,9.0,4167.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,9,text,,5,"ensaios elétricos em alta tensão para equipamentos e ferramentas utilizadas pelo setor elétrico, mobilidade elétrica",116,1,67.0,549.0,531.0,557.0,464.0,8.0,3712.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,9,text,,6,e energias renováveis.,22,1,66.0,559.0,158.0,568.0,92.0,9.0,828.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,10,text,,0,(7) EDUARDO CASARIN Bacharel em Engenharia Mecânica pela Escola de Engenharia de Piracicaba (EEP/FUMEP,102,1,67.0,579.0,531.0,588.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,10,text,,1,"- 2004), Pós Graduado em Administração Industrial (2007) e Logística Empresarial (2009) pelo Instituto Nacional de",114,1,67.0,590.0,531.0,599.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,10,text,,2,"Pós Graduação (INPG), Pós Graduado em Metodologia de Educação a Distância (2012) pelo Centro Universitário",106,1,67.0,600.0,531.0,609.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,10,text,,3,"Claretiano de Batatais (CEUCLAR), Pós Graduado em Gestão de Projetos pela Universidad Europea del Atlántico",107,1,67.0,610.0,531.0,619.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,10,text,,4,(ESP 2019) e Mestrado Profissional em Desenvolvimento de Tecnologia (LACTEC/IEP - 2022). Atualmente é,101,1,67.0,621.0,531.0,630.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,10,text,,5,"Engenheiro de Frota Sênior na Neoenergia Elektro, coordenador do curso de Bacharelado em Engenharia Mecânica",108,1,67.0,631.0,531.0,640.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,10,text,,6,do Centro Universitário Claretiano de Rio Claro e docente na mesma instituição.,79,1,66.0,640.0,387.0,651.0,321.0,11.0,3531.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,11,text,,0,(8) AMANDA CORTEZ Engenheira eletricista com ênfase em sistemas elétricos de potência pela Universidade,103,1,67.0,662.0,531.0,671.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,11,text,,1,"Federal de Itajubá (2014), possui MBA em Gestão Empresarial pela Fundação Getúlio Vargas (2021).Atua no setor",109,1,67.0,673.0,531.0,682.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,para_blocks,8,9,11,text,,2,elétrico desde 2014.,20,1,67.0,684.0,148.0,691.0,81.0,7.0,567.0
gdi_0685,GDI_0685.pdf,discarded_blocks,0,1,1,header,,0,XXVII Seminário Nacional de,27,1,124.0,35.0,229.0,43.0,105.0,8.0,840.0
gdi_0685,GDI_0685.pdf,discarded_blocks,0,1,1,header,,1,Produção e Transmissão,22,1,124.0,45.0,248.0,55.0,124.0,10.0,1240.0
gdi_0685,GDI_0685.pdf,discarded_blocks,0,1,1,header,,2,de Energia Elétrica,19,1,124.0,56.0,219.0,67.0,95.0,11.0,1045.0
gdi_0685,GDI_0685.pdf,discarded_blocks,0,1,1,header,,3,XXVIISNPTEE,11,1,68.0,66.0,119.0,74.0,51.0,8.0,408.0
gdi_0685,GDI_0685.pdf,discarded_blocks,0,1,2,header,,0,0685,4,1,501.0,41.0,524.0,52.0,23.0,11.0,253.0
gdi_0685,GDI_0685.pdf,discarded_blocks,0,1,2,header,,1,GDI/7,5,1,498.0,58.0,523.0,69.0,25.0,11.0,275.0
gdi_0685,GDI_0685.pdf,discarded_blocks,0,1,17,footer,,0,ana.oening@lactec.com.br,24,1,241.0,791.0,356.0,799.0,115.0,8.0,920.0
gdi_0685,GDI_0685.pdf,discarded_blocks,1,2,1,page_number,,0,2,1,1,295.0,36.0,302.0,46.0,7.0,10.0,70.0
gdi_0685,GDI_0685.pdf,discarded_blocks,2,3,1,page_number,,0,3,1,1,295.0,36.0,302.0,46.0,7.0,10.0,70.0
gdi_0685,GDI_0685.pdf,discarded_blocks,3,4,1,page_number,,0,4,1,1,295.0,37.0,302.0,45.0,7.0,8.0,56.0
gdi_0685,GDI_0685.pdf,discarded_blocks,4,5,1,page_number,,0,5,1,1,296.0,37.0,302.0,45.0,6.0,8.0,48.0
gdi_0685,GDI_0685.pdf,discarded_blocks,5,6,1,page_number,,0,6,1,1,295.0,36.0,302.0,45.0,7.0,9.0,63.0
gdi_0685,GDI_0685.pdf,discarded_blocks,6,7,1,page_number,,0,7,1,1,295.0,36.0,302.0,46.0,7.0,10.0,70.0
gdi_0685,GDI_0685.pdf,discarded_blocks,7,8,1,page_number,,0,8,1,1,295.0,36.0,302.0,46.0,7.0,10.0,70.0
gdi_0685,GDI_0685.pdf,discarded_blocks,8,9,1,page_number,,0,9,1,1,295.0,36.0,302.0,45.0,7.0,9.0,63.0
ggh9,GGH9.pdf,preproc_blocks,0,1,4,text,,0,GRUPO - I,9,1,67.0,198.0,112.0,207.0,45.0,9.0,405.0
ggh9,GGH9.pdf,preproc_blocks,0,1,5,title,1.0,0,GRUPO DE ESTUDO DE GERAÇÃO HIDRÁULICA- GGH,42,1,182.0,207.0,418.0,219.0,236.0,12.0,2832.0
ggh9,GGH9.pdf,preproc_blocks,0,1,6,title,1.0,0,ESTRATÉGIAS “PIT STOP” PARA REDUZIR CUSTOS DE REFORMAS DE USINAS HIDRELÉTRICAS,78,1,88.0,239.0,511.0,250.0,423.0,11.0,4653.0
ggh9,GGH9.pdf,preproc_blocks,0,1,7,text,,0,Cornelis J. V. D. Poel Filho (*),32,1,118.0,276.0,245.0,286.0,127.0,10.0,1270.0
ggh9,GGH9.pdf,preproc_blocks,0,1,7,text,,1,ALSTOM ENERGIAS RENOVÁVEIS LTDA,31,1,93.0,285.0,270.0,296.0,177.0,11.0,1947.0
ggh9,GGH9.pdf,preproc_blocks,0,1,8,text,,0,Marco A. P. Santos,18,1,140.0,305.0,222.0,314.0,82.0,9.0,738.0
ggh9,GGH9.pdf,preproc_blocks,0,1,8,text,,1,ALSTOM ENERGIAS RENOVÁVEIS LTDA,31,1,93.0,314.0,270.0,323.0,177.0,9.0,1593.0
ggh9,GGH9.pdf,preproc_blocks,0,1,9,text,,0,Marcos V. D. Silva,18,1,378.0,276.0,457.0,285.0,79.0,9.0,711.0
ggh9,GGH9.pdf,preproc_blocks,0,1,9,text,,1,ALSTOM ENERGIAS RENOVÁVEIS LTDA,31,1,329.0,285.0,505.0,295.0,176.0,10.0,1760.0
ggh9,GGH9.pdf,preproc_blocks,0,1,10,text,,0,Wilian C. D. Oliveira,21,1,374.0,304.0,461.0,315.0,87.0,11.0,957.0
ggh9,GGH9.pdf,preproc_blocks,0,1,10,text,,1,ALSTOM ENERGIAS RENOVÁVEIS LTDA,31,1,330.0,313.0,505.0,324.0,175.0,11.0,1925.0
ggh9,GGH9.pdf,preproc_blocks,0,1,11,title,2.0,0,RESUMO,6,1,66.0,349.0,107.0,360.0,41.0,11.0,451.0
ggh9,GGH9.pdf,preproc_blocks,0,1,12,abstract,,0,"A manutenção contínua é essencial à disponibilidade das usinas para geração, porém, mesmo se realizada",102,1,67.0,370.0,531.0,379.0,464.0,9.0,4176.0
ggh9,GGH9.pdf,preproc_blocks,0,1,12,abstract,,1,"diligentemente, não evitará o envelhecimento das plantas. Para assegurar o desempenho no longo prazo, há a",106,1,67.0,381.0,531.0,389.0,464.0,8.0,3712.0
ggh9,GGH9.pdf,preproc_blocks,0,1,12,abstract,,2,"necessidade de uma reforma ou modernização. Essas intervenções requerem paradas de operação, significando",105,1,67.0,391.0,531.0,399.0,464.0,8.0,3712.0
ggh9,GGH9.pdf,preproc_blocks,0,1,12,abstract,,3,perdas de produção e receitas. Reduzir estas paradas significa melhorar a relação de custo-benefício do,103,1,67.0,401.0,531.0,410.0,464.0,9.0,4176.0
ggh9,GGH9.pdf,preproc_blocks,0,1,12,abstract,,4,investimento. O presente artigo abordará o conceito de pit-stop aplicado às reformas e modernizações. Será,106,1,66.0,411.0,531.0,421.0,465.0,10.0,4650.0
ggh9,GGH9.pdf,preproc_blocks,0,1,12,abstract,,5,apresentado um estudo de caso onde a estratégia de pit-stop possibilitou reduzir o tempo de parada em,101,1,67.0,422.0,531.0,430.0,464.0,8.0,3712.0
ggh9,GGH9.pdf,preproc_blocks,0,1,12,abstract,,6,aproximadamente 45% quando comparado a métodos tradicionais.,60,1,67.0,432.0,334.0,440.0,267.0,8.0,2136.0
ggh9,GGH9.pdf,preproc_blocks,0,1,13,title,2.0,0,PALAVRAS-CHAVE,14,1,67.0,464.0,149.0,473.0,82.0,9.0,738.0
ggh9,GGH9.pdf,preproc_blocks,0,1,14,text,,0,"Usinas hidrelétricas, serviços, reforma, modernização, “Pit Stop”",65,1,67.0,484.0,325.0,493.0,258.0,9.0,2322.0
ggh9,GGH9.pdf,preproc_blocks,0,1,15,title,2.0,0,1.0 - INTRODUÇÃO,16,1,77.0,506.0,158.0,516.0,81.0,10.0,810.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,0,Usinas hidrelétricas precisam de uma manutenção contínua para assegurar elevados níveis de disponibilidade e,108,1,66.0,529.0,531.0,538.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,1,"geração de energia. Entretanto, mesmo os mais cuidadosos e diligentes programas de manutenção não evitarão o",108,1,66.0,540.0,531.0,549.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,2,"envelhecimento da usina e de seus equipamentos. Após anos de operação, não haverá manutenções nem",97,1,66.0,551.0,531.0,559.0,465.0,8.0,3720.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,3,intervenções maiores de revisão capazes de manter o desempenho dos equipamentos igual ao original e nem em,106,1,66.0,561.0,531.0,570.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,4,níveis lucrativos. Este é o momento em que uma reforma mais ampla ou modernização será necessária.,98,1,67.0,572.0,530.0,579.0,463.0,7.0,3241.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,5,"Modernizações têm a vantagem de proporcionar um ganho de desempenho ao equipamento, enquanto que uma",100,1,66.0,582.0,531.0,590.0,465.0,8.0,3720.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,6,reforma tem o objetivo de recuperar o desempenho original. Modernizações são possíveis devido às evoluções,106,1,66.0,592.0,531.0,601.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,7,"tecnológicas que ocorrem com o passar do tempo e ao serem realizadas, utiliza-se o estado-da-arte do(s)",103,1,66.0,603.0,531.0,612.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,8,equipamento(s) envolvido(s) – ver Figura 1. Assumindo que a operação e manutenção de uma usina seguem boas,106,1,66.0,613.0,531.0,622.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,9,"práticas, o momento em que será necessária uma reforma ou modernização dependerá do equipamento",95,1,66.0,623.0,530.0,632.0,464.0,9.0,4176.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,10,"específico. Por exemplo, sistemas eletrônicos e reguladores ficam obsoletos rapidamente e podem necessitar de",109,1,66.0,633.0,531.0,642.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,11,uma modernização em tempos tão breves como 5 (cinco) ou 10 (dez) anos. Quando se trata de turbinas ou,101,1,66.0,644.0,530.0,652.0,464.0,8.0,3712.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,12,"geradores, este tempo pode ser entre 20 (vinte) e 30 (trinta) anos ou até mais. Em qualquer caso, há redução de",111,1,66.0,654.0,531.0,663.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,13,"desempenho operacional dos equipamentos, seja por sua vida útil, seja pela obsolescência tecnológica, o que em",110,1,66.0,665.0,531.0,673.0,465.0,8.0,3720.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,14,"algum momento demandará uma ação de intervenção mais completa. Para o investidor, este é um momento crítico",107,1,66.0,675.0,531.0,684.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,15,porque uma reforma ou modernização é um serviço que requer investimentos significativos e sua execução,102,1,66.0,685.0,531.0,694.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,0,1,16,text,,16,"tipicamente requer paradas de operação, significando perda de produção de energia e de receitas.",96,1,67.0,697.0,461.0,704.0,394.0,7.0,2758.0
ggh9,GGH9.pdf,preproc_blocks,1,2,4,text,,0,Este artigo abordará estratégias de intervenção para reformas ou modernizações cujo foco é a redução do tempo,109,1,66.0,289.0,531.0,300.0,465.0,11.0,5115.0
ggh9,GGH9.pdf,preproc_blocks,1,2,4,text,,1,"de parada da unidade geradora, as quais, inspiradas na prática de Fórmula 1, são denominadas de “Pit Stop”. Na",110,1,65.0,300.0,531.0,310.0,466.0,10.0,4660.0
ggh9,GGH9.pdf,preproc_blocks,1,2,4,text,,2,seção 2 será dada uma visão geral sobre os custos envolvidos na reforma de uma hidrelétrica. Os fundamentos da,110,1,67.0,311.0,531.0,320.0,464.0,9.0,4176.0
ggh9,GGH9.pdf,preproc_blocks,1,2,4,text,,3,"estratégia de “Pit Stop” serão apresentados na seção 3. Na seção 4, será detalhado um estudo de caso de “Pit",108,1,67.0,322.0,531.0,330.0,464.0,8.0,3712.0
ggh9,GGH9.pdf,preproc_blocks,1,2,4,text,,4,Stop” aplicado à reforma de um gerador de 13MVA na usina de Río Piedras na Colômbia. Outros resultados,102,1,67.0,332.0,531.0,340.0,464.0,8.0,3712.0
ggh9,GGH9.pdf,preproc_blocks,1,2,4,text,,5,"positivos obtidos em reformas com uso do “Pit Stop” serão apresentados na seção 5. Por fim, na seção 6 haverá a",111,1,66.0,343.0,531.0,351.0,465.0,8.0,3720.0
ggh9,GGH9.pdf,preproc_blocks,1,2,4,text,,6,conclusão deste artigo.,23,1,66.0,352.0,160.0,362.0,94.0,10.0,940.0
ggh9,GGH9.pdf,preproc_blocks,1,2,5,title,2.0,0,2.0 - CUSTO DE UMA REFORMA OU MODERNIZAÇÃO,42,1,75.0,385.0,306.0,397.0,231.0,12.0,2772.0
ggh9,GGH9.pdf,preproc_blocks,1,2,6,text,,0,"Assim como um novo projeto, uma reforma ou modernização é um investimento que deverá se justificar pelo",103,1,67.0,408.0,531.0,417.0,464.0,9.0,4176.0
ggh9,GGH9.pdf,preproc_blocks,1,2,6,text,,1,"adequado retorno do investimento. Conforme dito anteriormente, uma reforma ou modernização não é um serviço",107,1,67.0,419.0,531.0,428.0,464.0,9.0,4176.0
ggh9,GGH9.pdf,preproc_blocks,1,2,6,text,,2,"de baixo investimento, pois não está relacionado apenas aos novos itens a serem adquiridos ou serviços de",105,1,67.0,429.0,531.0,438.0,464.0,9.0,4176.0
ggh9,GGH9.pdf,preproc_blocks,1,2,6,text,,3,"recuperação, mas também à necessidade da retirada temporária do equipamento da operação, gerando",96,1,66.0,439.0,531.0,450.0,465.0,11.0,5115.0
ggh9,GGH9.pdf,preproc_blocks,1,2,6,text,,4,"indisponibilidade de geração e perda de receita. Desse modo, conforme indicado na Figura 2, o custo total de uma",112,1,67.0,450.0,531.0,459.0,464.0,9.0,4176.0
ggh9,GGH9.pdf,preproc_blocks,1,2,6,text,,5,reforma será a soma do preço do serviço mais a perda de receita.,64,1,67.0,461.0,330.0,470.0,263.0,9.0,2367.0
ggh9,GGH9.pdf,preproc_blocks,1,2,9,text,,0,"A perda de receita, devido ao tempo de máquina parada, tem um peso significante, se não o maior, no custo total",111,1,66.0,696.0,531.0,705.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,1,2,9,text,,1,"para o investidor. A complexidade de intervenção é um fator agravante nestes casos. Por exemplo, turbinas de",108,1,65.0,706.0,531.0,715.0,466.0,9.0,4194.0
ggh9,GGH9.pdf,preproc_blocks,1,2,9,text,,2,pequeno e médio porte operando em águas com níveis extraordinários de sedimentos sofrem desgaste extremos,105,1,66.0,716.0,531.0,726.0,465.0,10.0,4650.0
ggh9,GGH9.pdf,preproc_blocks,1,2,9,text,,3,em todas as suas partes. A recuperação nesses casos pode levar mais de 30 (trinta) dias de solda e ajuste mais o,112,1,66.0,727.0,531.0,736.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,1,2,9,text,,4,"tempo de desmontagem/montagem e transporte para uma fábrica, se necessário. Nessa situação, se 10 (dez) a 15",108,1,66.0,737.0,531.0,747.0,465.0,10.0,4650.0
ggh9,GGH9.pdf,preproc_blocks,2,3,2,text,,0,"(quinze) dias de perda de receitas equivalerem ao preço de uma nova roda de turbina, valerá mais a pena investir",112,1,67.0,57.0,531.0,66.0,464.0,9.0,4176.0
ggh9,GGH9.pdf,preproc_blocks,2,3,2,text,,1,na compra da nova roda e realizar uma parada rápida somente para troca da roda do que realizar o serviço de,107,1,67.0,69.0,531.0,76.0,464.0,7.0,3248.0
ggh9,GGH9.pdf,preproc_blocks,2,3,2,text,,2,menor preço de recuperação da turbina existente em campo. A situação pode ser bastante onerosa também no,104,1,66.0,78.0,531.0,87.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,2,3,2,text,,3,"caso de turbinas de maior porte e/ou em localidades mais remotas, principalmente em unidades mais antigas, pois",111,1,66.0,88.0,531.0,97.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,2,3,2,text,,4,os processos de desmontagem/montagem e transporte de todas as partes para uma fábrica podem levar a meses,105,1,66.0,99.0,531.0,108.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,2,3,2,text,,5,de indisponibilidade de uma grande capacidade instalada de geração. Tudo se torna uma questão de análise,104,1,66.0,109.0,531.0,118.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,2,3,2,text,,6,"completa do cenário de qualidade, custo e prazo. Desta forma, é importante buscar estratégias que minimizem as",110,1,66.0,119.0,531.0,129.0,465.0,10.0,4650.0
ggh9,GGH9.pdf,preproc_blocks,2,3,2,text,,7,"paradas, mesmo que o investimento no serviço em si possa ficar maior.",69,1,67.0,131.0,353.0,139.0,286.0,8.0,2288.0
ggh9,GGH9.pdf,preproc_blocks,2,3,3,text,,0,"Visando o melhor retorno do investimento, é imprescindível que se avalie todas as oportunidades relacionadas ao",111,1,67.0,150.0,531.0,159.0,464.0,9.0,4176.0
ggh9,GGH9.pdf,preproc_blocks,2,3,3,text,,1,"serviço a ser realizado, desde o escopo em si, ou seja, quais equipamentos precisam realmente ser reabilitados,",111,1,66.0,162.0,530.0,170.0,464.0,8.0,3712.0
ggh9,GGH9.pdf,preproc_blocks,2,3,3,text,,2,"até a melhor decisão entre reformar ou trocar por um novo, considerando toda uma preparação que gere o",102,1,67.0,172.0,531.0,180.0,464.0,8.0,3712.0
ggh9,GGH9.pdf,preproc_blocks,2,3,3,text,,3,planejamento da execução com o menor tempo de máquina parada na usina. Esta estratégia é relacionada ao “Pit,108,1,66.0,182.0,531.0,190.0,465.0,8.0,3720.0
ggh9,GGH9.pdf,preproc_blocks,2,3,3,text,,4,"Stop”, cujo conceito está na execução de uma tarefa com um minucioso nível de preparação e planejamento,",104,1,67.0,192.0,530.0,201.0,463.0,9.0,4167.0
ggh9,GGH9.pdf,preproc_blocks,2,3,3,text,,5,"agilidade, assertividade e rapidez, assim como se realiza na Fórmula 1, onde a redução de tempo é o principal",109,1,66.0,201.0,531.0,212.0,465.0,11.0,5115.0
ggh9,GGH9.pdf,preproc_blocks,2,3,3,text,,6,objetivo a ser perseguido por quem necessita chegar em primeiro lugar.,70,1,67.0,214.0,354.0,222.0,287.0,8.0,2296.0
ggh9,GGH9.pdf,preproc_blocks,2,3,4,title,2.0,0,3.0 - O CONCEITO DE “PIT STOP” APLICADO A REFORMAS,50,1,75.0,246.0,329.0,257.0,254.0,11.0,2794.0
ggh9,GGH9.pdf,preproc_blocks,2,3,5,text,,0,A Figura 3 apresenta um “Pit Stop” realizado na Fórmula 1. A análise de todos os detalhes da atividade é feita,110,1,67.0,269.0,531.0,277.0,464.0,8.0,3712.0
ggh9,GGH9.pdf,preproc_blocks,2,3,5,text,,1,"antecipadamente de forma impecável e todos os passos são planejados minuciosamente, incluindo a",95,1,67.0,280.0,531.0,289.0,464.0,9.0,4176.0
ggh9,GGH9.pdf,preproc_blocks,2,3,5,text,,2,disponibilidade dos instrumentos e cada movimento de cada membro da equipe. O resultado é a redução extrema,107,1,68.0,290.0,531.0,299.0,463.0,9.0,4167.0
ggh9,GGH9.pdf,preproc_blocks,2,3,5,text,,3,do tempo de parada do carro.,28,1,67.0,301.0,186.0,309.0,119.0,8.0,952.0
ggh9,GGH9.pdf,preproc_blocks,2,3,8,text,,0,"Baseando-se na Fórmula 1, por “Pit Stop” designamos as estratégias que focam na minimização do tempo de",103,1,66.0,554.0,531.0,563.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,2,3,8,text,,1,"parada das máquinas através de uma antecipação/planejamento detalhado das atividades de campo, juntamente",105,1,66.0,565.0,531.0,574.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,2,3,8,text,,2,"com uma análise profunda do escopo do serviço, incluindo o projeto e fabricação de novos equipamentos e/ou",106,1,66.0,575.0,531.0,584.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,2,3,8,text,,3,"partes desses, de modo a se ter uma intervenção de campo relativamente rápida, do tipo “plug-and-play”. “Pit",108,1,66.0,585.0,531.0,594.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,2,3,8,text,,4,Stop’s” têm a vantagem adicional de possibilitar a realização de uma modernização ao invés de simplesmente uma,110,1,67.0,596.0,531.0,605.0,464.0,9.0,4176.0
ggh9,GGH9.pdf,preproc_blocks,2,3,8,text,,5,"reforma, o que possibilita tornar a análise estratégica do investimento ainda mais ampla para elevar o patamar de",113,1,66.0,606.0,531.0,615.0,465.0,9.0,4185.0
ggh9,GGH9.pdf,preproc_blocks,2,3,8,text,,6,"desempenho tanto de um equipamento de geração de energia, como de toda a planta de geração.",91,1,66.0,617.0,460.0,626.0,394.0,9.0,3546.0
ggh9,GGH9.pdf,preproc_blocks,2,3,8,text,,7,"Nesta seção, serão abordados pilares principais para a metodologia de “Pit Stop”, que são:",90,1,66.0,627.0,431.0,636.0,365.0,9.0,3285.0
ggh9,GGH9.pdf,preproc_blocks,2,3,9,text,,0,"a. Avaliação e diagnóstico da condição dos equipamentos da planta, para definição precisa do escopo da",102,1,77.0,648.0,531.0,657.0,454.0,9.0,4086.0
ggh9,GGH9.pdf,preproc_blocks,2,3,9,text,,1,"reforma, incluindo decisões entre reabilitações ou trocas por novos, e ações posteriores;",89,1,85.0,659.0,439.0,668.0,354.0,9.0,3186.0
ggh9,GGH9.pdf,preproc_blocks,2,3,10,text,,0,"b. Avaliações da planta in loco com equipes especializadas, para definição da execução das futuras atividades de",112,1,76.0,679.0,531.0,688.0,455.0,9.0,4095.0
